id,text,category,intent_hint,created_at
CS-00522,When does my billing cycle start and end? on my laptop and phone.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-00523,please help me update my registered 2fa asap please.,Account Access,verify_account,2025-08-26 09:10:26.355576
CS-00524,Do you have coverage in Melbourne? asap please.,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-00525,I want to cancel my subscription before renewal for my account.,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-00526,I cannot log in to my account — please advise.,Account Access,change_email,2025-08-26 09:10:26.355576
CS-00527,Please help me update my registered username after the latest update.,Account Access,password_reset,2025-08-26 09:10:26.355576
CS-00528,Forgot my phone number and need access,Account Access,verify_account,2025-08-26 09:10:26.355576
CS-00529,Please issue a refund for the mistaken charge today.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-00530,Login keeps failing with an 'invalid credentials' message after the latest update.,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-00531,My promo code didn't apply at checkout — any quick fix?,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-00532,Forgot my phone number and need access for my account?,Account Access,login,2025-08-26 09:10:26.355576
CS-00533,I need to reactivate my account for my account.,Account Access,login,2025-08-26 09:10:26.355576
CS-00534,Please issue a refund for the mistaken charge — any quick fix?,Billing,plan_change,2025-08-26 09:10:26.355576
CS-00535,How can I change my email address? on my laptop and phone?,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-00536,Do you support international roaming? after the latest update.,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-00537,High latency during video calls since yesterday on my laptop and phone.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-00538,Speed is very slow compared to my plan after the latest update.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-00539,My username isn't working and I can't sign in — please advise.,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-00540,Login keeps failing with an 'invalid credentials' message on my laptop and phone.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-00541,Forgot my OTP and need access since this morning.,Account Access,password_reset,2025-08-26 09:10:26.355576
CS-00542,My OTP isn't working and I can't sign in after the latest update.,Account Access,login,2025-08-26 09:10:26.355576
CS-00543,my router keeps disconnecting every few minutes for my account.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-00544,i want to know about your plans after the latest update?,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-00545,Payment failed but the money was deducted — please advise.,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-00546,Pages won't load—could it be a DNS problem? thanks.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-00547,The app crashes when I try to open settings since this morning.,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-00548,Is service available at my address in Brisbane? since this morning.,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-00549,Do you have coverage in Darwin? asap please.,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-00550,Login keeps failing with an 'invalid credentials' message — please advise.,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00551,How do I change my plan without extra charges? thanks.,Billing,promo_code,2025-08-26 09:10:26.355576
CS-00552,My router keeps disconnecting every few minutes,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-00553,Login keeps failing with an 'invalid credentials' message for my account.,Account Access,verify_account,2025-08-26 09:10:26.355576
CS-00554,how do i reset my 2fa? — any quick fix?,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-00555,How long does installation usually take? after the latest update.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-00556,How do I update my card details? this week.,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-00557,I cannot log in to my account since this morning.,Account Access,two_factor,2025-08-26 09:10:26.355576
CS-00558,Certain ports appear to be blocked on my network this week.,Technical Issue,internet_down,2025-08-26 09:10:26.355576
CS-00559,What are the contract terms—month‑to‑month or annual?,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-00560,My router keeps disconnecting every few minutes — please advise.,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-00561,Is there a free trial I can test first? asap please.,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-00562,Experiencing packet loss while gaming asap please.,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-00563,I was charged twice for my subscription after the latest update.,Billing,promo_code,2025-08-26 09:10:26.355576
CS-00564,Payment failed but the money was deducted since this morning.,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-00565,My promo code didn't apply at checkout on my laptop and phone.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-00566,Can you provide a credit note for the overcharge? — please advise.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-00567,My username isn't working and I can't sign in on my laptop and phone?,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00568,Is there a free trial I can test first? thanks.,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-00569,Certain ports appear to be blocked on my network,Technical Issue,internet_down,2025-08-26 09:10:26.355576
CS-00570,Which features are included in the standard plan? — any quick fix?,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-00571,Can I get a copy of last month's invoice? — any quick fix?,Billing,update_card,2025-08-26 09:10:26.355576
CS-00572,High latency during video calls since yesterday?,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-00573,Forgot my phone number and need access on my laptop and phone.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-00574,Please help me update my registered phone number — please advise.,Account Access,verify_account,2025-08-26 09:10:26.355576
CS-00575,I got locked out after too many attempts since this morning.,Account Access,login,2025-08-26 09:10:26.355576
CS-00576,Please help me update my registered username asap please?,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-00577,I want to know about your plans since this morning.,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-00578,Pages won't load—could it be a DNS problem? — please advise.,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-00579,High latency during video calls since yesterday since this morning.,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-00580,i'm not receiving the otp code after the latest update.,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-00581,Can you provide a credit note for the overcharge? after the latest update?,Billing,plan_change,2025-08-26 09:10:26.355576
CS-00582,how do i reset my otp? this week.,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-00583,Is service available at my address in Brisbane? for my account?,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-00584,Can I get a copy of last month's invoice? thanks.,Billing,update_card,2025-08-26 09:10:26.355576
CS-00585,Experiencing packet loss while gaming for my account.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-00586,Please issue a refund for the mistaken charge thanks.,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-00587,I want to deactivate my account,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00588,How do I update my card details?,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-00589,Speed is very slow compared to my plan this week.,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-00590,Login keeps failing with an 'invalid credentials' message asap please.,Account Access,password_reset,2025-08-26 09:10:26.355576
CS-00591,When does my billing cycle start and end? on my laptop and phone.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-00592,Do you support international roaming? this week.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-00593,Do you offer a student discount? thanks.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-00594,How long does installation usually take? for my account?,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-00595,Is service available at my address in Hobart? on my laptop and phone.,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-00596,Do you have coverage in Melbourne? on my laptop and phone.,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-00597,How do business accounts work for teams? on my laptop and phone.,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-00598,How do business accounts work for teams? on my laptop and phone.,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-00599,Is service available at my address in Hobart? this week?,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-00600,is there a free trial i can test first? after the latest update?,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-00601,High latency during video calls since yesterday after the latest update.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-00602,How long does installation usually take? for my account.,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-00603,I need a tax invoice with ABN for my records — please advise.,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-00604,Certain ports appear to be blocked on my network since this morning.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-00605,Certain ports appear to be blocked on my network today.,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-00606,I need to verify my account to sign in asap please.,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-00607,Why does my session keep expiring so fast? this week.,Account Access,password_reset,2025-08-26 09:10:26.355576
CS-00608,How do I change my plan without extra charges? asap please.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-00609,How long does installation usually take? on my laptop and phone.,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-00610,My promo code didn't apply at checkout on my laptop and phone.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-00611,how do i update my card details? this week.,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-00612,I want to know about your plans on my laptop and phone.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-00613,Speed is very slow compared to my plan thanks?,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-00614,I need to reactivate my account this week.,Account Access,two_factor,2025-08-26 09:10:26.355576
CS-00615,Forgot my phone number and need access on my laptop and phone.,Account Access,change_email,2025-08-26 09:10:26.355576
CS-00616,My router keeps disconnecting every few minutes since this morning.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-00617,Is there a free trial I can test first? since this morning.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-00618,I need a tax invoice with ABN for my records asap please?,Billing,double_charge,2025-08-26 09:10:26.355576
CS-00619,What are the contract terms—month‑to‑month or annual? asap please.,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-00620,Can I get a copy of last month's invoice? for my account.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-00621,I need to verify my account to sign in asap please.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-00622,Can you provide a credit note for the overcharge? this week.,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-00623,I need a tax invoice with ABN for my records — please advise?,Billing,credit_note,2025-08-26 09:10:26.355576
CS-00624,Is there a free trial I can test first? today?,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-00625,Pages won't load—could it be a DNS problem? asap please.,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-00626,How do I update my card details? after the latest update.,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-00627,I want to cancel my subscription before renewal today.,Billing,overcharged,2025-08-26 09:10:26.355576
CS-00628,I want to deactivate my account thanks.,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-00629,What are your customer support hours? today?,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-00630,Please issue a refund for the mistaken charge thanks.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-00631,Login keeps failing with an 'invalid credentials' message since this morning.,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-00632,How do I change my plan without extra charges? — any quick fix?,Billing,update_card,2025-08-26 09:10:26.355576
CS-00633,What are the contract terms—month‑to‑month or annual? — please advise.,General Inquiry,features,2025-08-26 09:10:26.355576
CS-00634,My username isn't working and I can't sign in,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-00635,What are your customer support hours?,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-00636,My password isn't working and I can't sign in — any quick fix?,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00637,My username isn't working and I can't sign in on my laptop and phone.,Account Access,change_email,2025-08-26 09:10:26.355576
CS-00638,I was charged twice for my subscription since this morning.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-00639,Which features are included in the standard plan? — please advise.,General Inquiry,features,2025-08-26 09:10:26.355576
CS-00640,i cannot log in to my account thanks?,Account Access,verify_account,2025-08-26 09:10:26.355576
CS-00641,Which features are included in the standard plan? thanks.,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-00642,High latency during video calls since yesterday for my account.,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-00643,i want to deactivate my account today.,Account Access,login,2025-08-26 09:10:26.355576
CS-00644,How do I update my card details? — please advise.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-00645,My phone number isn't working and I can't sign in since this morning.,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00646,How do I update the router firmware? thanks.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-00647,I cannot log in to my account asap please.,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00648,Speed is very slow compared to my plan — any quick fix?,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-00649,My promo code didn't apply at checkout thanks?,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-00650,My invoice is incorrect for this month for my account.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-00651,speed is very slow compared to my plan for my account.,Technical Issue,internet_down,2025-08-26 09:10:26.355576
CS-00652,The app crashes when I try to open settings asap please?,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-00653,I cannot log in to my account — any quick fix?,Account Access,username_issue,2025-08-26 09:10:26.355576
CS-00654,Is there a free trial I can test first? this week.,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-00655,Please help me update my registered username asap please.,Account Access,login,2025-08-26 09:10:26.355576
CS-00656,Internet is not working in my area asap please.,Technical Issue,internet_down,2025-08-26 09:10:26.355576
CS-00657,Certain ports appear to be blocked on my network — any quick fix?,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-00658,When does my billing cycle start and end? — please advise.,Billing,update_card,2025-08-26 09:10:26.355576
CS-00659,Wi‑Fi keeps dropping on multiple devices for my account.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-00660,How can I change my email address? on my laptop and phone.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-00661,How do I update my card details? since this morning.,Billing,update_card,2025-08-26 09:10:26.355576
CS-00662,Is there an outage in Melbourne?,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-00663,why does my session keep expiring so fast? for my account?,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-00664,Login keeps failing with an 'invalid credentials' message asap please.,Account Access,password_reset,2025-08-26 09:10:26.355576
CS-00665,How do I change my plan without extra charges? asap please.,Billing,update_card,2025-08-26 09:10:26.355576
CS-00666,Pages won't load—could it be a DNS problem? for my account.,Technical Issue,latency,2025-08-26 09:10:26.355576
CS-00667,How do I update the router firmware? — please advise.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-00668,I need to reactivate my account since this morning.,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00669,I want to cancel my subscription before renewal after the latest update.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-00670,My username isn't working and I can't sign in?,Account Access,verify_account,2025-08-26 09:10:26.355576
CS-00671,I want to know about your plans — please advise?,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-00672,Payment failed but the money was deducted,Billing,refund,2025-08-26 09:10:26.355576
CS-00673,The app crashes when I try to open settings asap please.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-00674,I want to know about your plans for my account.,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-00675,Speed is very slow compared to my plan asap please.,Technical Issue,internet_down,2025-08-26 09:10:26.355576
CS-00676,When does my billing cycle start and end? thanks.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-00677,How do business accounts work for teams? since this morning.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-00678,I want to know about your plans — please advise?,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-00679,I'm not receiving the phone number code — please advise.,Account Access,two_factor,2025-08-26 09:10:26.355576
CS-00680,How do I update my card details? thanks.,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-00681,I want to know about your plans,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-00682,How do I change my plan without extra charges? on my laptop and phone.,Billing,double_charge,2025-08-26 09:10:26.355576
CS-00683,Do you support international roaming? asap please.,General Inquiry,student_discount,2025-08-26 09:10:26.355576
CS-00684,Is service available at my address in Hobart?,General Inquiry,plans_prices,2025-08-26 09:10:26.355576
CS-00685,Which features are included in the standard plan? — any quick fix?,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-00686,My promo code didn't apply at checkout — any quick fix?,Billing,plan_change,2025-08-26 09:10:26.355576
CS-00687,I want to cancel my subscription before renewal since this morning.,Billing,credit_note,2025-08-26 09:10:26.355576
CS-00688,Pages won't load—could it be a DNS problem? asap please.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-00689,What are your customer support hours? today.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-00690,How long does installation usually take? — any quick fix?,General Inquiry,business_account,2025-08-26 09:10:26.355576
CS-00691,Why does my session keep expiring so fast? on my laptop and phone.,Account Access,username_issue,2025-08-26 09:10:26.355576
CS-00692,Can you provide a credit note for the overcharge?,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-00693,do you have coverage in adelaide? — please advise.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-00694,Speed is very slow compared to my plan — please advise.,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-00695,I want to cancel my subscription before renewal on my laptop and phone.,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-00696,my promo code didn't apply at checkout for my account?,Billing,update_card,2025-08-26 09:10:26.355576
CS-00697,I'm not receiving the 2FA code asap please.,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00698,I need a tax invoice with ABN for my records on my laptop and phone?,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-00699,do you have coverage in darwin? thanks.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-00700,Experiencing packet loss while gaming — please advise?,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-00701,I was charged twice for my subscription for my account?,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-00702,Login keeps failing with an 'invalid credentials' message for my account?,Account Access,password_reset,2025-08-26 09:10:26.355576
CS-00703,Forgot my security and need access,Account Access,two_factor,2025-08-26 09:10:26.355576
CS-00704,I cannot log in to my account after the latest update.,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00705,what are your customer support hours? this week.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-00706,I was charged twice for my subscription,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-00707,i need a tax invoice with abn for my records thanks.,Billing,update_card,2025-08-26 09:10:26.355576
CS-00708,How do I update my card details? today.,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-00709,My router keeps disconnecting every few minutes — any quick fix?,Technical Issue,internet_down,2025-08-26 09:10:26.355576
CS-00710,I got locked out after too many attempts thanks.,Account Access,change_email,2025-08-26 09:10:26.355576
CS-00711,I cannot log in to my account on my laptop and phone.,Account Access,login,2025-08-26 09:10:26.355576
CS-00712,I need to reactivate my account on my laptop and phone.,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00713,How do I update the router firmware? — please advise?,Technical Issue,outage_area,2025-08-26 09:10:26.355576
CS-00714,I need a tax invoice with ABN for my records after the latest update?,Billing,refund,2025-08-26 09:10:26.355576
CS-00715,how do i change my plan without extra charges? today.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-00716,I need a tax invoice with ABN for my records on my laptop and phone.,Billing,plan_change,2025-08-26 09:10:26.355576
CS-00717,Can you provide a credit note for the overcharge? — please advise.,Billing,overcharged,2025-08-26 09:10:26.355576
CS-00718,I want to cancel my subscription before renewal on my laptop and phone?,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-00719,Payment failed but the money was deducted thanks.,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-00720,I was charged twice for my subscription after the latest update.,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-00721,Internet is not working in my area this week.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-00722,Experiencing packet loss while gaming after the latest update.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-00723,What are the contract terms—month‑to‑month or annual? after the latest update.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-00724,Login keeps failing with an 'invalid credentials' message — any quick fix?,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00725,My router keeps disconnecting every few minutes — any quick fix?,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-00726,I need to reactivate my account — please advise.,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-00727,How do I update the router firmware? on my laptop and phone.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-00728,My router keeps disconnecting every few minutes — any quick fix?,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-00729,Please help me update my registered OTP for my account.,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00730,Internet is not working in my area on my laptop and phone.,Technical Issue,firmware_update,2025-08-26 09:10:26.355576
CS-00731,Can you provide a credit note for the overcharge?,Billing,credit_note,2025-08-26 09:10:26.355576
CS-00732,Is there an outage in Darwin? this week.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-00733,Is service available at my address in Perth? since this morning.,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-00734,I got locked out after too many attempts this week.,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-00735,What are the prices and data limits for each plan?,General Inquiry,data_limits,2025-08-26 09:10:26.355576
CS-00736,Why does my session keep expiring so fast? this week.,Account Access,login,2025-08-26 09:10:26.355576
CS-00737,please help me update my registered phone number after the latest update.,Account Access,login,2025-08-26 09:10:26.355576
CS-00738,Is there a free trial I can test first? asap please.,General Inquiry,international_roaming,2025-08-26 09:10:26.355576
CS-00739,Speed is very slow compared to my plan for my account.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-00740,Can I get a copy of last month's invoice? since this morning.,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-00741,High latency during video calls since yesterday after the latest update.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-00742,My promo code didn't apply at checkout today.,Billing,cancel_subscription,2025-08-26 09:10:26.355576
CS-00743,Login keeps failing with an 'invalid credentials' message thanks.,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-00744,I'm not receiving the phone number code — please advise.,Account Access,change_email,2025-08-26 09:10:26.355576
CS-00745,What are your customer support hours?,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-00746,I need a tax invoice with ABN for my records — please advise.,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-00747,I'm not receiving the OTP code — please advise.,Account Access,update_phone,2025-08-26 09:10:26.355576
CS-00748,When does my billing cycle start and end? asap please?,Billing,invoice_copy,2025-08-26 09:10:26.355576
CS-00749,I got locked out after too many attempts since this morning.,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00750,I'm not receiving the 2FA code asap please.,Account Access,security_alert,2025-08-26 09:10:26.355576
CS-00751,speed is very slow compared to my plan since this morning.,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-00752,What are the contract terms—month‑to‑month or annual? today.,General Inquiry,trial,2025-08-26 09:10:26.355576
CS-00753,Wi‑Fi keeps dropping on multiple devices this week.,Technical Issue,packet_loss,2025-08-26 09:10:26.355576
CS-00754,I need a tax invoice with ABN for my records — any quick fix?,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-00755,Why does my session keep expiring so fast? today.,Account Access,login,2025-08-26 09:10:26.355576
CS-00756,Login keeps failing with an 'invalid credentials' message,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-00757,The app crashes when I try to open settings,Technical Issue,app_crash,2025-08-26 09:10:26.355576
CS-00758,My 2FA isn't working and I can't sign in this week?,Account Access,reactivate_account,2025-08-26 09:10:26.355576
CS-00759,My promo code didn't apply at checkout after the latest update.,Billing,payment_failed,2025-08-26 09:10:26.355576
CS-00760,Which features are included in the standard plan?,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-00761,Certain ports appear to be blocked on my network after the latest update.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-00762,What are the contract terms—month‑to‑month or annual? — any quick fix?,General Inquiry,features,2025-08-26 09:10:26.355576
CS-00763,Is there a free trial I can test first?,General Inquiry,coverage,2025-08-26 09:10:26.355576
CS-00764,I cannot log in to my account asap please?,Account Access,two_factor,2025-08-26 09:10:26.355576
CS-00765,Experiencing packet loss while gaming today.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-00766,Speed is very slow compared to my plan — any quick fix?,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-00767,My router keeps disconnecting every few minutes for my account.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-00768,How do I update the router firmware? thanks?,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-00769,Login keeps failing with an 'invalid credentials' message for my account.,Account Access,locked_out,2025-08-26 09:10:26.355576
CS-00770,Login keeps failing with an 'invalid credentials' message for my account.,Account Access,deactivate_account,2025-08-26 09:10:26.355576
CS-00771,I need to reactivate my account this week?,Account Access,verify_account,2025-08-26 09:10:26.355576
CS-00772,I got locked out after too many attempts — please advise.,Account Access,signup_problem,2025-08-26 09:10:26.355576
CS-00773,Certain ports appear to be blocked on my network for my account.,Technical Issue,slow_speed,2025-08-26 09:10:26.355576
CS-00774,Experiencing packet loss while gaming — please advise.,Technical Issue,dns_issue,2025-08-26 09:10:26.355576
CS-00775,What are your customer support hours? thanks?,General Inquiry,features,2025-08-26 09:10:26.355576
CS-00776,Is there a free trial I can test first? for my account.,General Inquiry,installation,2025-08-26 09:10:26.355576
CS-00777,What are your customer support hours? after the latest update.,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-00778,Wi‑Fi keeps dropping on multiple devices,Technical Issue,wifi_drop,2025-08-26 09:10:26.355576
CS-00779,How do business accounts work for teams? asap please.,General Inquiry,availability,2025-08-26 09:10:26.355576
CS-00780,Can I get a copy of last month's invoice? after the latest update.,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-00781,Payment failed but the money was deducted for my account.,Billing,tax_invoice,2025-08-26 09:10:26.355576
CS-00782,My password isn't working and I can't sign in for my account?,Account Access,session_timeout,2025-08-26 09:10:26.355576
CS-00783,Why does my session keep expiring so fast? — any quick fix?,Account Access,two_factor,2025-08-26 09:10:26.355576
CS-00784,Payment failed but the money was deducted on my laptop and phone.,Billing,promo_code,2025-08-26 09:10:26.355576
CS-00785,My router keeps disconnecting every few minutes on my laptop and phone.,Technical Issue,router_disconnect,2025-08-26 09:10:26.355576
CS-00786,Experiencing packet loss while gaming thanks.,Technical Issue,error_code,2025-08-26 09:10:26.355576
CS-00787,Is there an outage in Brisbane? asap please.,Technical Issue,port_blocked,2025-08-26 09:10:26.355576
CS-00788,I need to verify my account to sign in,Account Access,change_email,2025-08-26 09:10:26.355576
CS-00789,My promo code didn't apply at checkout today?,Billing,update_card,2025-08-26 09:10:26.355576
CS-00790,I want to deactivate my account since this morning.,Account Access,username_issue,2025-08-26 09:10:26.355576
CS-00791,what are the contract terms—month‑to‑month or annual? after the latest update.,General Inquiry,support_hours,2025-08-26 09:10:26.355576
CS-00792,My invoice is incorrect for this month thanks.,Billing,billing_cycle,2025-08-26 09:10:26.355576
CS-00793,Do you have coverage in Perth? this week.,General Inquiry,contract_terms,2025-08-26 09:10:26.355576
CS-00794,I need a tax invoice with ABN for my records today.,Billing,tax_invoice,2025-08-26 09:10:26.355576
